SongID,ArtistID,AlbumID,SongTitle,ReleaseYear,PopularityScore
5990,266,1719,Song_5990,2004,62
5991,1000,1089,Song_5991,1997,58
5992,219,765,Song_5992,2021,52
5993,1037,1059,Song_5993,2001,95
5994,767,823,Song_5994,1986,70
5995,1061,576,Song_5995,1982,66
5996,358,2169,Song_5996,1985,50
5997,444,1806,Song_5997,1984,64
5998,748,543,Song_5998,1996,84
5999,551,1904,Song_5999,1995,50
6000,578,1026,Song_6000,1981,74
6001,809,431,Song_6001,2004,98
6002,396,2011,Song_6002,1986,92
6003,1037,955,Song_6003,1990,68
6004,149,644,Song_6004,2004,88
6005,472,953,Song_6005,2007,65
6006,463,530,Song_6006,1987,91
6007,999,835,Song_6007,1987,53
6008,786,1051,Song_6008,1997,92
6009,923,1349,Song_6009,2009,77
6010,589,1883,Song_6010,1985,86
6011,481,1882,Song_6011,1988,70
6012,355,537,,2017,66
6013,1094,422,Song_6013,2015,63
6014,583,587,Song_6014,1998,78
6015,696,1256,Song_6015,2023,58
6016,303,796,Song_6016,2017,66
6017,445,1526,Song_6017,1984,55
6018,247,2195,Song_6018,1985,81
6019,146,868,Song_6019,1998,68
6020,794,530,Song_6020,2023,69
6021,865,590,Song_6021,2012,86
6022,775,1752,Song_6022,2011,71
6023,498,1510,Song_6023,1983,84
6024,158,1221,Song_6024,2000,86
6025,992,1618,Song_6025,1987,59
6026,401,1690,Song_6026,2005,65
6027,656,581,Song_6027,2013,96
6028,959,1821,Song_6028,1999,60
6029,812,1302,Song_6029,1994,70
6030,541,1433,Song_6030,1988,83
6031,438,1478,Song_6031,1989,78
6032,900,450,Song_6032,2007,65
6033,829,2031,Song_6033,1997,56
6034,411,1224,Song_6034,2013,96
6035,942,1530,Song_6035,2003,52
6036,574,736,Song_6036,2018,91
6037,528,1875,Song_6037,1990,50
6038,505,1649,Song_6038,2006,95
6039,388,746,Song_6039,2008,78
6040,1090,607,Song_6040,2017,73
6041,388,395,Song_6041,1989,66
6042,200,1822,Song_6042,1983,94
6043,390,907,Song_6043,2011,72
6044,555,971,,1988,71
6045,121,482,Song_6045,2000,88
6046,564,1383,Song_6046,2011,91
6047,948,1464,Song_6047,2006,86
6048,817,1538,Song_6048,1991,85
6049,266,325,Song_6049,2004,73
6050,156,1687,Song_6050,2024,66
6051,320,2038,Song_6051,1982,62
6052,155,1010,Song_6052,1984,99
6053,944,1980,Song_6053,1985,70
6054,422,2170,Song_6054,1994,53
6055,617,875,Song_6055,2005,98
6056,807,379,Song_6056,1987,78
6057,710,259,Song_6057,2024,94
6058,1044,944,Song_6058,2023,62
6059,254,1511,Song_6059,1989,97
6060,308,2124,Song_6060,2001,56
6061,991,1305,Song_6061,2024,58
6062,566,722,Song_6062,1993,90
6063,278,1805,Song_6063,1981,53
6064,1049,545,Song_6064,2005,92
6065,772,1152,Song_6065,1987,74
6066,1054,2107,Song_6066,1990,89
6067,129,1059,Song_6067,1983,75
6068,1048,1478,Song_6068,1999,52
6069,259,1361,Song_6069,1981,84
6070,460,277,Song_6070,1990,72
6071,487,1957,Song_6071,1988,84
6072,1096,576,Song_6072,2021,83
6073,120,2098,Song_6073,1981,61
6074,188,1171,Song_6074,1989,82
6075,319,1164,Song_6075,1984,58
6076,127,511,Song_6076,1999,90
6077,140,1201,Song_6077,2003,89
6078,647,729,Song_6078,1997,70
6079,698,223,Song_6079,2016,50
6080,323,1157,Song_6080,1989,64
6081,449,808,Song_6081,1980,80
6082,769,501,Song_6082,1997,91
6083,547,234,Song_6083,2020,63
6084,214,921,Song_6084,2020,98
6085,153,339,Song_6085,2001,53
6086,979,613,Song_6086,1998,84
6087,841,1750,Song_6087,1987,63
6088,109,1994,Song_6088,2020,64
6089,146,1825,Song_6089,1999,70
6090,899,1349,Song_6090,2013,57
6091,807,2106,Song_6091,1991,57
6092,219,808,Song_6092,2009,63
6093,616,1546,Song_6093,1985,60
6094,542,235,Song_6094,2024,50
6095,274,300,Song_6095,1993,71
6096,1007,1973,Song_6096,1986,86
6097,286,864,Song_6097,2001,79
6098,270,541,Song_6098,1990,73
6099,333,1619,Song_6099,2003,52
6100,410,561,Song_6100,2004,62
6101,173,1971,Song_6101,1998,59
6102,504,2041,Song_6102,1984,63
6103,1042,1229,Song_6103,2018,66
6104,552,1464,Song_6104,2001,73
6105,621,2083,Song_6105,2000,67
6106,758,1121,Song_6106,2015,93
6107,145,1537,Song_6107,1987,96
6108,238,1879,Song_6108,1992,70
6109,498,1581,Song_6109,1988,98
6110,597,356,Song_6110,2007,95
6111,924,1833,Song_6111,2021,70
6112,284,791,Song_6112,2024,99
6113,486,1121,Song_6113,1992,60
6114,1093,2086,Song_6114,1999,79
6115,1032,333,Song_6115,2008,67
6116,730,938,Song_6116,2002,66
6117,972,1961,Song_6117,1996,71
6118,966,1551,Song_6118,1999,72
6119,1087,1403,Song_6119,2017,84
6120,189,1340,Song_6120,2017,82
6121,1071,2006,Song_6121,2003,56
6122,559,2127,Song_6122,1994,54
6123,579,249,Song_6123,2009,70
6124,1039,2176,Song_6124,2009,64
6125,314,1133,Song_6125,1998,62
6126,676,1806,Song_6126,2004,51
6127,734,1112,Song_6127,2014,71
6128,642,965,Song_6128,1984,70
6129,191,2133,Song_6129,2010,52
6130,895,1437,Song_6130,1995,70
6131,157,1933,Song_6131,1988,52
6132,346,1549,Song_6132,2019,92
6133,248,679,,2010,67
6134,886,1664,Song_6134,2015,87
6135,1035,2097,Song_6135,2000,60
6136,782,2098,Song_6136,2012,84
6137,361,2190,Song_6137,2021,78
6138,915,1956,Song_6138,2000,58
6139,596,1776,Song_6139,1995,72
6140,1044,2183,Song_6140,1987,70
6141,1100,1970,Song_6141,1980,59
6142,1029,1189,Song_6142,2010,58
6143,893,1947,Song_6143,1988,58
6144,489,1259,Song_6144,1990,97
6145,599,965,Song_6145,2007,79
6146,966,692,Song_6146,2010,96
6147,498,827,Song_6147,2004,59
6148,708,1077,,2005,69
6149,399,405,Song_6149,2002,87
6150,794,1450,Song_6150,1997,62
6151,521,925,Song_6151,1996,76
6152,853,1246,Song_6152,2000,91
6153,129,518,Song_6153,2013,50
6154,122,1093,Song_6154,1987,61
6155,396,1003,Song_6155,2013,69
6156,311,542,,2024,50
6157,730,602,Song_6157,2019,89
6158,141,1100,Song_6158,1992,98
6159,388,2073,Song_6159,1996,89
6160,411,2014,Song_6160,1999,55
6161,175,386,Song_6161,2018,69
6162,779,1221,Song_6162,1980,96
6163,715,1146,Song_6163,2002,90
6164,220,841,Song_6164,1983,64
6165,901,679,Song_6165,2001,72
6166,437,1031,Song_6166,2001,56
6167,476,747,Song_6167,2015,59
6168,1058,257,Song_6168,2012,58
6169,197,717,Song_6169,1995,88
6170,502,982,Song_6170,2010,72
6171,281,1185,Song_6171,1999,95
6172,709,1168,Song_6172,2018,96
6173,527,1003,Song_6173,1988,74
6174,579,482,Song_6174,1993,65
6175,643,1819,Song_6175,1986,95
6176,446,1044,Song_6176,1987,55
6177,705,1813,Song_6177,1984,64
6178,1059,1091,Song_6178,2007,84
6179,152,1404,Song_6179,1990,99
6180,628,1034,Song_6180,2021,65
6181,1023,1500,Song_6181,1988,58
6182,439,462,Song_6182,1990,51
6183,795,2182,Song_6183,2008,51
6184,103,1977,Song_6184,1987,84
6185,957,1688,Song_6185,2002,86
6186,467,1861,Song_6186,2011,68
6187,193,1406,Song_6187,1987,63
6188,268,1754,Song_6188,1996,79
6189,304,1647,Song_6189,1996,65
6190,601,586,Song_6190,1987,79
6191,645,1293,Song_6191,1993,55
6192,567,328,Song_6192,1986,60
6193,392,1116,Song_6193,2022,68
6194,733,1129,Song_6194,2002,93
6195,867,805,Song_6195,1983,96
6196,582,1218,Song_6196,1994,99
6197,421,1224,Song_6197,2010,65
6198,454,766,Song_6198,1983,78
6199,619,818,Song_6199,1992,60
6200,764,1772,Song_6200,2014,74
6201,308,641,Song_6201,1990,54
6202,481,2076,Song_6202,2009,94
6203,779,983,Song_6203,2021,95
6204,696,1996,,1991,55
6205,946,1917,Song_6205,2003,54
6206,396,1511,Song_6206,1990,82
6207,218,1205,Song_6207,2013,99
6208,223,1605,Song_6208,1989,88
6209,274,1330,Song_6209,2022,53
6210,229,542,Song_6210,1997,63
6211,728,1690,Song_6211,1986,80
6212,696,1925,Song_6212,2023,98
6213,304,1530,Song_6213,2011,55
6214,209,1215,Song_6214,2001,71
6215,512,868,Song_6215,1983,83
6216,271,824,Song_6216,2022,75
6217,1085,1403,Song_6217,2017,66
6218,276,1320,Song_6218,1984,92
6219,774,1282,Song_6219,2010,67
6220,507,1279,Song_6220,2020,93
6221,714,2039,Song_6221,2021,78
6222,716,2149,Song_6222,2013,64
6223,858,1526,Song_6223,2006,90
6224,688,2069,Song_6224,1980,62
6225,964,1346,Song_6225,2022,96
6226,735,1097,Song_6226,2023,69
6227,560,1950,Song_6227,1999,60
6228,322,1289,Song_6228,2020,85
6229,1100,256,Song_6229,1998,83
6230,524,596,Song_6230,2004,53
6231,630,550,Song_6231,1992,65
6232,981,730,Song_6232,2000,50
6233,917,1308,Song_6233,1992,50
6234,257,214,Song_6234,2022,56
6235,447,800,Song_6235,2010,93
6236,1077,842,Song_6236,2023,54
6237,851,1418,Song_6237,1981,82
6238,1024,1988,Song_6238,1994,84
6239,258,354,Song_6239,1989,68
6240,1087,1572,Song_6240,1981,79
6241,270,1225,Song_6241,1987,79
6242,834,1343,Song_6242,1987,52
6243,1088,1646,Song_6243,1988,73
6244,1012,584,Song_6244,1994,84
6245,982,903,Song_6245,1980,58
6246,804,1943,Song_6246,1996,70
6247,121,1534,Song_6247,2000,63
6248,127,1979,Song_6248,2014,56
6249,537,1572,Song_6249,1989,77
6250,250,1247,Song_6250,2009,98
6251,981,1603,Song_6251,1995,74
6252,250,1499,Song_6252,1997,60
6253,391,839,Song_6253,2006,92
6254,286,365,Song_6254,2016,71
6255,197,281,Song_6255,1999,76
6256,825,706,Song_6256,2010,71
6257,934,492,Song_6257,2022,75
6258,384,1636,Song_6258,2023,85
6259,507,697,Song_6259,2010,79
6260,213,643,Song_6260,1988,63
6261,856,1976,Song_6261,2014,67
6262,134,1576,Song_6262,2005,96
6263,335,1497,Song_6263,2008,95
6264,922,555,Song_6264,2024,94
6265,1082,804,Song_6265,1994,83
6266,171,397,Song_6266,2001,59
6267,696,1563,Song_6267,2006,72
6268,226,1202,Song_6268,1995,93
6269,138,926,Song_6269,1984,90
6270,692,1854,Song_6270,1999,98
6271,845,1583,Song_6271,1998,88
6272,594,279,Song_6272,2012,91
6273,643,271,Song_6273,2017,62
6274,707,1258,Song_6274,1984,68
6275,1033,826,Song_6275,1988,61
6276,265,680,Song_6276,1988,93
6277,521,1917,Song_6277,2008,83
6278,557,1617,Song_6278,1990,87
6279,1057,2115,Song_6279,1998,52
6280,231,462,Song_6280,2002,69
6281,892,1064,Song_6281,2001,89
6282,163,1981,Song_6282,2002,93
6283,920,882,Song_6283,1982,89
6284,930,450,Song_6284,1988,53
6285,832,1957,Song_6285,2014,85
6286,1046,1710,Song_6286,2021,50
6287,206,1759,Song_6287,1991,53
6288,512,2062,Song_6288,1994,93
6289,671,1870,Song_6289,2000,86
6290,259,270,Song_6290,1988,91
6291,413,1855,Song_6291,1992,78
6292,388,2098,Song_6292,2018,56
6293,951,274,Song_6293,2000,79
6294,1047,2184,Song_6294,1996,89
6295,686,1276,Song_6295,2012,80
6296,747,1234,Song_6296,1991,67
6297,584,1721,Song_6297,1988,69
6298,195,1989,Song_6298,1993,86
6299,1061,1117,Song_6299,1987,50
6300,834,1125,Song_6300,2019,94
6301,261,1442,Song_6301,2016,60
6302,570,718,Song_6302,2005,85
6303,556,213,Song_6303,1992,63
6304,836,1034,Song_6304,2011,95
6305,459,1307,Song_6305,2015,55
6306,388,1545,Song_6306,1996,87
6307,1022,1912,Song_6307,1982,94
6308,445,1952,Song_6308,1999,60
6309,319,386,Song_6309,2013,86
6310,295,1968,Song_6310,1989,67
6311,214,1495,Song_6311,2024,66
6312,1009,279,Song_6312,2006,89
6313,209,513,Song_6313,2002,52
6314,519,543,Song_6314,1997,92
6315,106,1712,Song_6315,1997,81
6316,514,2086,Song_6316,2006,69
6317,1068,370,Song_6317,1982,66
6318,413,1940,Song_6318,2012,98
6319,613,843,Song_6319,2021,92
6320,719,1412,Song_6320,2006,67
6321,638,1020,Song_6321,2002,99
6322,476,1427,Song_6322,1996,61
6323,569,648,Song_6323,1991,59
6324,312,281,Song_6324,1993,98
6325,252,847,Song_6325,2013,97
6326,1005,1639,Song_6326,1984,98
6327,881,1144,Song_6327,2020,94
6328,685,450,Song_6328,1993,95
6329,184,1930,Song_6329,1986,67
6330,579,1603,Song_6330,2009,78
6331,423,1238,Song_6331,2002,50
6332,506,1976,Song_6332,1997,66
6333,338,2095,Song_6333,2001,55
6334,375,1857,Song_6334,1987,69
6335,253,708,Song_6335,2017,85
6336,418,285,Song_6336,1999,56
6337,696,1825,Song_6337,1991,90
6338,276,867,Song_6338,1982,70
6339,234,1139,Song_6339,1985,59
6340,696,1896,Song_6340,1994,97
6341,635,876,Song_6341,1985,99
6342,454,790,Song_6342,1984,75
6343,109,1476,Song_6343,2024,93
6344,787,1460,Song_6344,1991,54
6345,300,1599,Song_6345,2007,58
6346,913,966,Song_6346,1999,61
6347,131,1373,Song_6347,2002,51
6348,1067,1860,Song_6348,2012,60
6349,546,394,Song_6349,1999,72
6350,952,1898,Song_6350,1981,68
6351,1032,398,Song_6351,2014,72
6352,133,1188,Song_6352,1993,74
6353,1071,462,Song_6353,2016,99
6354,343,1940,Song_6354,1996,78
6355,420,1111,Song_6355,1983,64
6356,216,480,Song_6356,2015,92
6357,358,1184,Song_6357,1991,63
6358,786,1552,Song_6358,2004,86
6359,1093,335,Song_6359,2012,93
6360,224,1974,Song_6360,2015,96
6361,1028,1438,Song_6361,2018,88
6362,699,2033,Song_6362,1999,83
6363,358,762,Song_6363,2018,67
6364,462,242,Song_6364,2011,53
6365,604,402,Song_6365,2023,61
6366,1089,1916,Song_6366,2016,78
6367,960,296,Song_6367,2014,80
6368,823,1677,Song_6368,1988,51
6369,385,504,Song_6369,1984,60
6370,706,954,Song_6370,1990,52
6371,547,2009,Song_6371,1998,74
6372,384,1956,Song_6372,2015,76
6373,396,1203,Song_6373,2000,71
6374,858,1879,Song_6374,2000,71
6375,544,1298,Song_6375,2000,61
6376,124,1182,Song_6376,1992,60
6377,742,1443,Song_6377,1991,62
6378,1015,610,Song_6378,2024,81
6379,687,1657,Song_6379,1994,85
6380,500,906,Song_6380,2016,76
6381,1055,2077,Song_6381,2024,96
6382,203,1932,Song_6382,2015,88
6383,1038,1113,Song_6383,2011,80
6384,426,1292,Song_6384,2015,51
6385,629,2060,Song_6385,1998,92
6386,784,655,Song_6386,2022,52
6387,1077,1895,Song_6387,1995,98
6388,1078,203,Song_6388,2005,52
6389,754,1734,Song_6389,2023,63
6390,501,1797,Song_6390,2001,89
6391,227,1943,Song_6391,1982,95
6392,649,438,Song_6392,2022,95
6393,354,1077,Song_6393,1995,79
6394,345,1612,Song_6394,1983,69
6395,1049,1336,Song_6395,2003,91
6396,1014,291,Song_6396,1997,68
6397,763,300,Song_6397,2022,66
6398,827,1109,Song_6398,1983,56
6399,311,2014,Song_6399,2010,60
6400,328,1387,Song_6400,2014,77
6401,122,582,Song_6401,1998,91
6402,126,1150,Song_6402,1981,76
6403,473,1971,Song_6403,1986,76
6404,702,212,Song_6404,1981,73
6405,535,1802,Song_6405,2012,90
6406,965,871,Song_6406,2004,82
6407,642,1586,Song_6407,2022,77
6408,744,1351,Song_6408,1991,52
6409,508,1830,Song_6409,1996,71
6410,265,2108,Song_6410,2012,99
6411,370,592,,2022,93
6412,641,1589,Song_6412,1990,97
6413,537,956,Song_6413,1988,52
6414,452,723,Song_6414,1986,59
6415,304,1075,Song_6415,2011,62
6416,709,1266,Song_6416,2009,86
6417,181,618,Song_6417,2003,69
6418,993,1066,Song_6418,2016,87
6419,686,596,Song_6419,2023,72
6420,682,1398,Song_6420,2002,99
6421,1081,740,Song_6421,2020,84
6422,556,658,Song_6422,2016,98
6423,529,2165,Song_6423,2001,62
6424,872,1857,Song_6424,2001,52
6425,323,2080,Song_6425,2024,87
6426,120,2010,Song_6426,2007,56
6427,302,621,Song_6427,2009,83
6428,322,1609,Song_6428,2017,65
6429,918,1036,Song_6429,2002,86
6430,1090,1097,Song_6430,2000,67
6431,548,421,Song_6431,1984,98
6432,700,263,Song_6432,1997,74
6433,634,798,Song_6433,2016,55
6434,838,1685,Song_6434,1988,92
6435,914,281,Song_6435,1984,58
6436,1045,1103,Song_6436,2008,73
6437,952,240,Song_6437,2024,88
6438,642,1864,Song_6438,1981,82
6439,447,1952,Song_6439,2006,52
6440,603,210,Song_6440,2001,94
6441,964,770,Song_6441,1994,82
6442,168,405,Song_6442,1995,68
6443,401,2033,Song_6443,1987,82
6444,1060,1421,Song_6444,1983,89
6445,346,1655,Song_6445,1991,71
6446,691,1295,Song_6446,1986,84
6447,456,643,,2021,73
6448,1082,2014,Song_6448,2010,69
6449,890,850,Song_6449,1989,57
6450,329,595,Song_6450,2016,64
6451,759,783,Song_6451,2023,82
6452,535,1312,Song_6452,2000,73
6453,814,1817,Song_6453,1984,58
6454,164,2027,Song_6454,2018,71
6455,745,2004,Song_6455,2009,67
6456,852,1784,,2007,84
6457,348,1368,Song_6457,2009,93
6458,482,438,Song_6458,2017,63
6459,706,2025,Song_6459,1991,89
6460,601,1231,Song_6460,2003,78
6461,970,1430,Song_6461,1992,78
6462,1033,1566,Song_6462,2003,73
6463,409,1200,Song_6463,1999,86
6464,604,503,Song_6464,2003,94
6465,391,1045,Song_6465,2020,74
6466,573,801,Song_6466,2024,63
6467,350,268,Song_6467,2020,97
6468,805,219,Song_6468,1993,95
6469,1049,843,Song_6469,2015,81
6470,232,1826,Song_6470,1980,66
6471,431,342,Song_6471,2007,57
6472,535,727,Song_6472,2008,64
6473,942,1125,Song_6473,2016,65
6474,931,434,Song_6474,1980,66
6475,920,396,Song_6475,2017,89
6476,942,2003,Song_6476,2006,59
6477,539,1446,Song_6477,2021,70
6478,815,1359,,1980,51
6479,504,1058,Song_6479,2022,79
6480,921,232,Song_6480,1999,78
6481,817,2057,Song_6481,1987,93
6482,437,1931,Song_6482,1983,94
6483,446,844,Song_6483,1991,61
6484,1025,1733,Song_6484,2006,72
6485,1077,557,Song_6485,1984,50
6486,862,652,Song_6486,2003,57
6487,243,1922,Song_6487,2000,92
6488,671,2200,Song_6488,2024,69
6489,219,1479,Song_6489,2021,74
6490,353,1991,Song_6490,2023,76
6491,199,982,Song_6491,2007,57
6492,207,647,Song_6492,1985,92
6493,837,510,Song_6493,2008,98
6494,606,1189,Song_6494,2016,56
6495,839,366,Song_6495,2018,84
6496,110,1427,Song_6496,2004,87
6497,264,658,Song_6497,1997,77
6498,269,747,Song_6498,2014,63
6499,1057,2148,Song_6499,2006,69
6500,301,394,Song_6500,1992,97
6501,1097,651,Song_6501,2009,79
6502,432,714,Song_6502,1988,57
6503,331,1582,Song_6503,2007,61
6504,797,1618,Song_6504,2024,53
6505,556,543,Song_6505,2021,56
6506,427,2122,Song_6506,2012,62
6507,889,846,Song_6507,1987,71
6508,695,1938,Song_6508,2005,50
6509,1053,1624,Song_6509,2021,52
6510,620,1201,Song_6510,2001,73
6511,531,1949,Song_6511,1980,88
6512,102,1822,Song_6512,1999,71
6513,601,2173,Song_6513,1984,60
6514,195,1002,Song_6514,1982,82
6515,392,1054,Song_6515,1982,53
6516,680,1790,Song_6516,2000,78
6517,648,2071,Song_6517,2018,64
6518,413,1976,Song_6518,1981,52
6519,847,2114,Song_6519,2015,97
6520,1076,917,Song_6520,2015,66
6521,944,277,Song_6521,2005,55
6522,387,222,Song_6522,1985,81
6523,1050,431,Song_6523,2021,68
6524,942,1039,,1986,58
6525,484,607,Song_6525,1982,89
6526,593,2128,Song_6526,1982,88
6527,455,1255,Song_6527,1998,95
6528,501,1903,Song_6528,2018,80
6529,769,1749,Song_6529,2007,97
6530,209,1500,Song_6530,1985,96
6531,1010,1398,Song_6531,2015,84
6532,567,565,Song_6532,2001,88
6533,602,281,Song_6533,2008,73
6534,506,205,Song_6534,2015,91
6535,104,354,Song_6535,1991,86
6536,530,733,Song_6536,2006,65
6537,259,2154,Song_6537,1985,64
6538,267,1824,Song_6538,1998,95
6539,135,1962,Song_6539,2010,77
6540,386,1091,Song_6540,2018,81
6541,1089,217,Song_6541,1993,95
6542,890,645,Song_6542,1993,58
6543,1045,1831,Song_6543,2019,76
6544,1014,1299,Song_6544,2009,80
6545,320,657,Song_6545,2006,63
6546,987,1530,Song_6546,1990,64
6547,914,1286,Song_6547,2022,83
6548,103,1774,Song_6548,1985,57
6549,282,1839,Song_6549,2012,70
6550,999,2169,Song_6550,2020,87
6551,782,830,Song_6551,2004,81
6552,524,452,Song_6552,1990,56
6553,580,2031,Song_6553,1986,83
6554,577,636,Song_6554,2021,89
6555,1041,975,Song_6555,2013,52
6556,915,1918,Song_6556,1990,54
6557,1092,1872,Song_6557,1984,54
6558,734,2101,Song_6558,2017,63
6559,419,1374,Song_6559,1982,65
6560,759,2077,,1997,65
6561,228,901,Song_6561,1989,56
6562,775,746,Song_6562,2017,99
6563,567,962,Song_6563,2013,63
6564,557,2038,Song_6564,2007,73
6565,685,716,Song_6565,1988,50
6566,780,1161,Song_6566,2007,70
6567,511,1483,Song_6567,2018,84
6568,876,1649,Song_6568,1998,54
6569,503,1607,Song_6569,2023,79
6570,231,1525,Song_6570,1994,85
6571,1082,1947,Song_6571,1985,88
6572,731,1409,Song_6572,2008,95
6573,477,1887,Song_6573,1980,62
6574,774,1938,Song_6574,2003,71
6575,292,368,Song_6575,2013,56
6576,948,763,Song_6576,1989,83
6577,1051,255,Song_6577,1990,50
6578,584,682,Song_6578,1997,63
6579,134,854,Song_6579,1987,91
6580,818,1903,Song_6580,1983,69
6581,876,1346,Song_6581,1990,67
6582,424,1969,Song_6582,1985,55
6583,785,1098,Song_6583,1986,62
6584,401,598,Song_6584,1988,74
6585,652,1293,Song_6585,1989,77
6586,243,1022,Song_6586,1980,75
6587,346,590,Song_6587,2007,54
6588,988,652,Song_6588,1983,53
6589,407,2004,Song_6589,2024,89
6590,660,1623,Song_6590,2024,80
6591,804,2006,Song_6591,2024,98
6592,207,1839,Song_6592,2016,65
6593,853,1626,Song_6593,2003,81
6594,659,1272,Song_6594,2012,50
6595,875,2133,Song_6595,2016,57
6596,747,559,Song_6596,2002,68
6597,101,739,Song_6597,2019,67
6598,132,1842,Song_6598,1987,73
6599,390,2042,Song_6599,2015,75
6600,698,2106,Song_6600,1998,99
6601,445,1935,Song_6601,1985,63
6602,616,1068,Song_6602,2003,64
6603,494,2149,Song_6603,2017,91
6604,838,348,,1984,51
6605,385,719,Song_6605,1994,98
6606,747,393,Song_6606,2014,68
6607,690,1865,Song_6607,1984,93
6608,1008,1137,Song_6608,2006,79
6609,433,1351,Song_6609,1991,53
6610,128,1983,Song_6610,2000,54
6611,877,1133,Song_6611,2005,79
6612,762,1193,Song_6612,2005,68
6613,650,1710,Song_6613,1992,76
6614,207,1802,Song_6614,1996,52
6615,962,439,Song_6615,1980,71
6616,672,1394,Song_6616,1985,91
6617,460,872,Song_6617,2011,94
6618,783,1038,Song_6618,1999,50
6619,301,283,Song_6619,2020,86
6620,1078,1289,Song_6620,1987,83
6621,984,2038,Song_6621,1999,98
6622,918,402,Song_6622,1989,67
6623,458,1540,Song_6623,2008,99
6624,1017,1459,Song_6624,1982,96
6625,326,1894,Song_6625,2007,65
6626,1081,1675,Song_6626,1985,51
6627,925,1317,Song_6627,1985,72
6628,189,1956,Song_6628,1985,63
6629,365,1961,Song_6629,2024,90
6630,397,1729,Song_6630,2012,96
6631,400,1083,,1995,81
6632,1035,1020,Song_6632,2013,54
6633,396,379,Song_6633,1994,96
6634,768,1637,Song_6634,2014,95
6635,931,856,Song_6635,2023,91
6636,577,1394,Song_6636,1980,87
6637,538,537,Song_6637,2002,91
6638,748,872,Song_6638,1996,60
6639,599,1245,Song_6639,2009,81
6640,588,825,,2011,52
6641,791,1855,Song_6641,1993,64
6642,676,1080,Song_6642,2018,54
6643,296,819,Song_6643,2013,58
6644,1079,773,Song_6644,1984,55
6645,466,1326,Song_6645,1996,92
6646,253,1620,Song_6646,2008,55
6647,171,236,,1984,59
6648,877,1787,Song_6648,1992,66
6649,429,2123,Song_6649,1999,84
6650,318,1813,Song_6650,2011,90
6651,963,328,Song_6651,1993,76
6652,231,256,Song_6652,1985,95
6653,501,1887,Song_6653,2011,77
6654,674,1687,Song_6654,1993,75
6655,414,1370,Song_6655,2003,71
6656,484,1166,Song_6656,1994,87
6657,904,1540,Song_6657,2023,66
6658,173,2059,Song_6658,2001,72
6659,671,581,Song_6659,2017,90
6660,887,2195,Song_6660,2009,88
6661,165,1202,Song_6661,2019,69
6662,439,537,Song_6662,1998,75
6663,1014,1147,,1983,57
6664,907,1857,Song_6664,1997,70
6665,225,694,Song_6665,1992,55
6666,829,1695,Song_6666,2022,72
6667,415,1520,Song_6667,2006,67
6668,839,1231,Song_6668,1998,76
6669,950,1757,Song_6669,2009,68
6670,1068,762,Song_6670,1989,63
6671,836,768,Song_6671,2005,75
6672,934,1018,Song_6672,2015,74
6673,273,1054,Song_6673,2017,88
6674,963,583,Song_6674,1992,54
6675,1048,751,Song_6675,2023,94
6676,306,1431,Song_6676,2017,50
6677,791,915,Song_6677,2018,53
6678,790,1409,Song_6678,2024,91
6679,192,1940,Song_6679,2007,91
6680,1053,598,Song_6680,2009,54
6681,104,325,Song_6681,1998,68
6682,374,1573,Song_6682,1991,83
6683,368,2151,Song_6683,1985,93
6684,943,1651,Song_6684,1989,51
6685,368,1784,Song_6685,2003,59
6686,749,1403,Song_6686,1995,89
6687,651,2171,Song_6687,2018,78
6688,497,555,Song_6688,1991,77
6689,848,2013,Song_6689,1994,57
6690,754,2075,Song_6690,1992,98
6691,416,1729,Song_6691,2007,91
6692,1040,1382,Song_6692,2012,65
6693,788,876,Song_6693,2017,62
6694,309,452,Song_6694,2008,80
6695,378,1449,Song_6695,2017,70
6696,612,1291,Song_6696,1984,92
6697,867,289,Song_6697,2019,50
6698,321,1136,Song_6698,2004,79
6699,675,290,Song_6699,2006,79
6700,170,625,Song_6700,2016,61
6701,1079,2092,Song_6701,2007,62
6702,165,269,Song_6702,1987,54
6703,181,1722,Song_6703,2017,92
6704,1015,1663,Song_6704,1994,66
6705,474,1581,Song_6705,1983,55
6706,780,1739,Song_6706,2017,67
6707,234,1943,Song_6707,2017,51
6708,174,2120,Song_6708,1997,61
6709,1049,2071,Song_6709,1987,60
6710,895,1069,Song_6710,1992,60
6711,208,1185,Song_6711,1997,91
6712,387,1315,Song_6712,1981,79
6713,1082,2131,Song_6713,1994,81
6714,295,1461,Song_6714,2023,91
6715,290,1566,Song_6715,2006,66
6716,113,2101,,1998,78
6717,424,1219,Song_6717,1997,57
6718,349,414,Song_6718,2015,78
6719,548,1576,Song_6719,1998,84
6720,849,1639,Song_6720,2015,54
6721,687,1495,Song_6721,2016,90
6722,881,267,Song_6722,1991,81
6723,169,1245,Song_6723,1988,82
6724,310,973,Song_6724,2009,81
6725,580,1973,Song_6725,2019,62
6726,750,392,Song_6726,1980,95
6727,695,1740,Song_6727,1991,56
6728,735,1807,Song_6728,2020,81
6729,465,1017,Song_6729,2010,73
6730,446,1576,Song_6730,2011,55
6731,799,941,Song_6731,1980,67
6732,781,1888,Song_6732,1982,66
6733,713,2145,Song_6733,1985,66
6734,947,1199,Song_6734,1987,53
6735,139,1809,Song_6735,1986,83
6736,871,1057,Song_6736,2015,64
6737,840,1570,Song_6737,1989,55
